1	0	0	0	0	0
2	0.5	0	0	0	0
3	1	0	0	0	0
4	1.5	0	0	0	0
5	2	0	0	0	0
6	2.5	0	0	0	0
7	3	0	0	0	0
8	3.5	0	0	0	0
9	4	0	0	0	0
10	4.5	0	0	0	0
11	5	0	0	0	0
12	5.5	0	0	0	0
13	6	0	0	0	0
14	6.5	0	0	0	0
15	7	0	0	0	0
16	7.5	0	0	0	0
17	8	0	0	0	0
18	8.5	0	0	0	0
19	9	0	0	0	0
20	9.5	0	0	0	0
21	10	0	0	0	0
22	10.5	0	0	0	0
23	11	0	0	0	0
24	11.5	0	0	0	0
25	12	0	0	0	0
26	12.5	0	0	0	0
27	13	0	0	0	0
28	13.5	0	0	0	0
29	14	0	0	0	0
30	14.5	0	0	0	0
31	15	0	0	0	0
32	15.5	0	0	0	0
33	16	0	0	0	0
34	16.5	0	0	0	0
35	17	0	0	0	0
36	17.5	0	0	0	0
37	18	0	0	0	0
38	18.5	0	0	0	0
39	19	0	0	0	0
40	19.5	0	0	0	0
41	20	0	0	0	0
42	20	0.5	0	0	0
43	20	1	0	0	0
44	20	1.5	0	0	0
45	20	2	0	0	0
46	20	2.5	0	0	0
47	20	3	0	0	0
48	20	3.5	0	0	0
49	20	4	0	0	0
50	20	4.5	0	0	0
51	20	5	0	0	0
52	19.5	5	0	0	0
53	19	5	0	0	0
54	18.5	5	0	0	0
55	18	5	0	0	0
56	17.5	5	0	0	0
57	17	5	0	0	0
58	16.5	5	0	0	0
59	16	5	0	0	0
60	15.5	5	0	0	0
61	15	5	0	0	0
62	14.5528	5.2236	0	0	0
63	14.1056	5.4472	0	0	0
64	13.6584	5.6708	0	0	0
65	13.2111	5.8944	0	0	0
66	12.7639	6.118	0	0	0
67	12.3167	6.3416	0	0	0
68	11.8695	6.5652	0	0	0
69	11.4223	6.7889	0	0	0
70	10.9751	7.0125	0	0	0
71	10.5279	7.2361	0	0	0
72	10.0806	7.4597	0	0	0
73	9.6334	7.6833	0	0	0
74	9.1862	7.9069	0	0	0
75	8.739	8.1305	0	0	0
76	8.2918	8.3541	0	0	0
77	7.8446	8.5777	0	0	0
78	7.3974	8.8013	0	0	0
79	6.9502	9.0249	0	0	0
80	6.5029	9.2485	0	0	0
81	6.0557	9.4721	0	0	0
82	5.6085	9.6957	0	0	0
83	5.1613	9.9194	0	0	0
84	5	10	0	0	0
85	4.5	10	0	0	0
86	4	10	0	0	0
87	3.5	10	0	0	0
88	3	10	0	0	0
89	2.5	10	0	0	0
90	2	10	0	0	0
91	1.5	10	0	0	0
92	1	10	0	0	0
93	0.5	10	0	0	0
94	0	10	0	0	0
95	0	9.5	0	0	0
96	0	9	0	0	0
97	0	8.5	0	0	0
98	0	8	0	0	0
99	0	7.5	0	0	0
100	0	7	0	0	0
101	0	6.5	0	0	0
102	0	6	0	0	0
103	0	5.5	0	0	0
104	0	5	0	0	0
105	0	4.5	0	0	0
106	0	4	0	0	0
107	0	3.5	0	0	0
108	0	3	0	0	0
109	0	2.5	0	0	0
110	0	2	0	0	0
111	0	1.5	0	0	0
112	0	1	0	0	0
113	0	0.5	0	0	0
114	5	0.125	0	0	0
115	5	0.25	0	0	0
116	5	0.375	0	0	0
117	5	0.5	0	0	0
118	5	0.625	0	0	0
119	5	0.75	0	0	0
120	5	0.875	0	0	0
121	5	1	0	0	0
122	5	1.125	0	0	0
123	5	1.25	0	0	0
124	5	1.375	0	0	0
125	5	1.5	0	0	0
126	5	1.625	0	0	0
127	5	1.75	0	0	0
128	5	1.875	0	0	0
129	5	2	0	0	0
130	5	2.125	0	0	0
131	5	2.25	0	0	0
132	5	2.375	0	0	0
133	5	2.5	0	0	0
134	5	2.625	0	0	0
135	5	2.75	0	0	0
136	5	2.875	0	0	0
137	5	3	0	0	0
138	5	3.125	0	0	0
139	5	3.25	0	0	0
140	5	3.375	0	0	0
141	5	3.5	0	0	0
142	5	3.625	0	0	0
143	5	3.75	0	0	0
144	5	3.875	0	0	0
145	5	4	0	0	0
146	5	4.125	0	0	0
147	5	4.25	0	0	0
148	5	4.375	0	0	0
149	5	4.5	0	0	0
150	5	4.625	0	0	0
151	5	4.75	0	0	0
152	5	4.875	0	0	0
153	5	5	0	0	0
154	5	5.125	0	0	0
155	5	5.25	0	0	0
156	5	5.375	0	0	0
157	5	5.5	0	0	0
158	5	5.625	0	0	0
159	5	5.75	0	0	0
160	5	5.875	0	0	0
161	5	6	0	0	0
162	5	6.125	0	0	0
163	5	6.25	0	0	0
164	5	6.375	0	0	0
165	5	6.5	0	0	0
166	5	6.625	0	0	0
167	5	6.75	0	0	0
168	5	6.875	0	0	0
169	5	7	0	0	0
170	5	7.125	0	0	0
171	5	7.25	0	0	0
172	5	7.375	0	0	0
173	5	7.5	0	0	0
174	5	7.625	0	0	0
175	5	7.75	0	0	0
176	5	7.875	0	0	0
177	5	8	0	0	0
178	5	8.125	0	0	0
179	5	8.25	0	0	0
180	5	8.375	0	0	0
181	5	8.5	0	0	0
